,result
21923,6
21924,1
21925,7
21926,9
21927,8
21928,0
21929,9
21930,3
21931,0
21932,9
21933,1
21934,6
21935,2
21936,0
21937,3
21938,9
21939,6
21940,6
21941,5
21942,9
21943,6
21944,7
21945,7
21946,3
21947,8
21948,4
21949,9
21950,7
21951,0
21952,8
21953,9
21954,0
21955,9
21956,7
21957,2
21958,8
21959,4
21960,3
21961,1
21962,6
21963,5
21964,3
21965,6
21966,3
21967,1
21968,1
21969,1
21970,9
21971,7
21972,3
21973,8
21974,8
21975,5
21976,7
21977,3
21978,1
21979,4
21980,4
21981,6
21982,0
21983,7
21984,1
21985,0
21986,9
21987,3
21988,3
21989,2
21990,0
21991,6
21992,6
21993,9
21994,8
21995,8
21996,0
21997,3
21998,8
21999,8
22000,1
22001,6
22002,0
22003,8
22004,7
22005,9
22006,3
22007,9
22008,4
22009,7
22010,8
22011,7
22012,7
22013,2
22014,0
22015,1
22016,0
22017,1
22018,1
22019,1
22020,4
22021,2
22022,9
22023,8
22024,0
22025,7
22026,3
22027,6
22028,4
22029,5
22030,0
22031,3
22032,3
22033,8
22034,4
22035,1
22036,9
22037,3
22038,1
22039,6
22040,4
22041,0
22042,1
22043,4
22044,0
22045,8
22046,5
22047,9
22048,5
22049,9
22050,2
22051,9
22052,6
22053,7
22054,8
22055,9
22056,1
22057,5
22058,9
22059,2
22060,5
22061,7
22062,9
22063,1
22064,7
22065,8
22066,2
22067,2
22068,2
22069,1
22070,6
22071,7
22072,0
22073,7
22074,2
22075,3
22076,0
22077,2
22078,2
22079,0
22080,0
22081,4
22082,7
22083,6
22084,6
22085,6
22086,1
22087,9
22088,9
22089,4
22090,1
22091,2
22092,9
22093,8
22094,1
22095,2
22096,3
22097,5
22098,1
22099,1
22100,1
22101,0
22102,6
22103,5
22104,6
22105,0
22106,7
22107,3
22108,0
22109,4
22110,1
22111,3
22112,3
22113,9
22114,9
22115,6
22116,5
22117,7
22118,7
22119,3
22120,7
22121,4
22122,6
22123,3
22124,4
22125,0
22126,2
22127,6
22128,4
22129,9
22130,1
22131,0
22132,7
22133,1
22134,1
22135,7
22136,9
22137,3
22138,7
22139,4
22140,2
22141,3
22142,6
22143,6
22144,8
22145,7
22146,9
22147,8
22148,0
22149,9
22150,6
22151,0
22152,0
22153,1
22154,2
22155,2
22156,2
22157,3
22158,7
22159,4
22160,0
22161,5
22162,0
22163,6
22164,4
22165,0
22166,1
22167,1
22168,9
22169,2
22170,0
22171,3
22172,9
22173,4
22174,3
22175,8
22176,9
22177,6
22178,5
22179,1
22180,7
22181,8
22182,8
22183,9
22184,1
22185,2
22186,0
22187,1
22188,8
22189,2
22190,1
22191,1
22192,3
22193,3
22194,9
22195,4
22196,1
22197,9
22198,8
22199,8
22200,0
22201,7
22202,0
22203,0
22204,3
22205,7
22206,8
22207,7
22208,1
22209,3
22210,1
22211,7
22212,3
22213,7
22214,1
22215,7
22216,6
22217,4
22218,2
22219,7
22220,7
22221,0
22222,6
22223,1
22224,3
22225,4
22226,0
22227,4
22228,0
22229,7
22230,0
22231,6
22232,1
22233,8
22234,2
22235,1
22236,7
22237,9
22238,1
22239,9
22240,9
22241,8
22242,0
22243,4
22244,1
22245,1
22246,1
22247,8
22248,9
22249,6
22250,1
22251,6
22252,3
22253,4
22254,9
22255,6
22256,3
22257,0
22258,0
22259,8
22260,9
22261,5
22262,9
22263,3
22264,3
22265,3
22266,2
22267,6
22268,2
22269,2
22270,7
22271,3
22272,0
22273,7
22274,0
22275,2
22276,3
22277,5
22278,2
22279,9
22280,5
22281,6
22282,8
22283,9
22284,2
22285,2
22286,0
22287,6
22288,9
22289,2
22290,4
22291,1
22292,1
22293,0
22294,2
22295,0
22296,0
22297,8
22298,7
22299,8
22300,1
22301,8
22302,6
22303,3
22304,4
22305,6
22306,4
22307,8
22308,9
22309,7
22310,4
22311,4
22312,4
22313,9
22314,7
22315,3
22316,3
22317,0
22318,1
22319,9
22320,6
22321,1
22322,1
22323,0
22324,2
22325,0
22326,6
22327,4
22328,0
22329,9
22330,9
22331,1
22332,3
22333,6
22334,1
22335,2
22336,2
22337,7
22338,8
22339,6
22340,5
22341,8
22342,8
22343,3
22344,3
22345,5
22346,9
22347,2
22348,8
22349,1
22350,1
22351,6
22352,8
22353,6
22354,9
22355,1
22356,5
22357,1
22358,0
22359,7
22360,3
22361,1
22362,1
22363,4
22364,1
22365,0
22366,2
22367,1
22368,3
22369,2
22370,2
22371,3
22372,0
22373,4
22374,9
22375,9
22376,4
22377,6
22378,1
22379,7
22380,3
22381,8
22382,6
22383,9
22384,5
22385,0
22386,6
22387,1
22388,1
22389,8
22390,8
22391,3
22392,1
22393,4
22394,1
22395,0
22396,4
22397,6
22398,4
22399,7
22400,6
22401,8
22402,0
22403,0
22404,1
22405,1
22406,3
22407,2
22408,0
22409,3
22410,5
22411,1
22412,0
22413,9
22414,0
22415,6
22416,4
22417,7
22418,3
22419,8
22420,8
22421,7
22422,4
22423,6
22424,9
22425,6
22426,4
22427,0
22428,0
22429,7
22430,3
22431,3
22432,8
22433,8
22434,5
22435,6
22436,2
22437,7
22438,6
22439,1
22440,6
22441,3
22442,4
22443,7
22444,3
22445,9
22446,9
22447,7
22448,9
22449,4
22450,7
22451,0
22452,0
22453,2
22454,4
22455,0
22456,0
22457,0
22458,3
22459,6
22460,9
22461,4
22462,4
22463,9
22464,4
22465,9
22466,0
22467,6
22468,0
22469,0
22470,8
22471,6
22472,3
22473,9
22474,8
22475,8
22476,3
22477,0
22478,3
22479,1
22480,3
22481,9
22482,1
22483,8
22484,1
22485,3
22486,0
22487,4
22488,1
22489,0
22490,8
22491,9
22492,4
22493,4
22494,2
22495,8
22496,6
22497,6
22498,8
22499,3
22500,4
22501,4
22502,2
22503,8
22504,5
22505,6
22506,8
22507,6
22508,6
22509,4
22510,0
22511,8
22512,0
22513,1
22514,7
22515,3
22516,1
22517,4
22518,4
22519,0
22520,7
22521,1
22522,1
22523,9
22524,1
22525,6
22526,8
22527,3
22528,3
22529,7
22530,9
22531,1
22532,7
22533,8
22534,3
22535,7
22536,0
22537,2
22538,9
22539,4
22540,0
22541,7
22542,7
22543,0
22544,2
22545,1
22546,0
22547,9
22548,6
22549,6
22550,7
22551,9
22552,6
22553,9
22554,1
22555,2
22556,6
22557,1
22558,7
22559,2
22560,2
22561,3
22562,7
22563,7
22564,1
22565,0
22566,2
22567,3
22568,1
22569,1
22570,5
22571,3
22572,6
22573,4
22574,9
22575,7
22576,6
22577,2
22578,4
22579,5
22580,3
22581,9
22582,9
22583,1
22584,9
22585,6
22586,1
22587,8
22588,4
22589,3
22590,6
22591,6
22592,3
22593,0
22594,6
22595,8
22596,3
22597,9
22598,9
22599,9
22600,9
22601,9
22602,6
22603,8
22604,9
22605,6
22606,3
22607,0
22608,9
22609,1
22610,4
22611,2
22612,0
22613,3
22614,4
22615,4
22616,6
22617,1
22618,9
22619,6
22620,9
22621,7
22622,1
22623,8
22624,7
22625,9
22626,3
22627,0
22628,0
22629,1
22630,3
22631,2
22632,0
22633,0
22634,7
22635,4
22636,7
22637,5
22638,7
22639,6
22640,2
22641,7
22642,2
22643,8
22644,6
22645,9
22646,1
22647,0
22648,8
22649,1
22650,1
22651,2
22652,4
22653,2
22654,6
22655,4
22656,1
22657,1
22658,0
22659,6
22660,1
22661,7
22662,8
22663,8
22664,1
22665,9
22666,7
22667,0
22668,3
22669,4
22670,0
22671,0
22672,2
22673,1
22674,9
22675,7
22676,9
22677,9
22678,6
22679,5
22680,6
22681,1
22682,8
22683,9
22684,2
22685,2
22686,1
22687,8
22688,7
22689,9
22690,0
22691,4
22692,0
22693,0
22694,8
22695,1
22696,7
22697,7
22698,6
22699,8
22700,4
22701,2
22702,6
22703,9
22704,6
22705,4
22706,9
22707,3
22708,6
22709,3
22710,0
22711,6
22712,8
22713,9
22714,0
22715,9
22716,3
22717,1
22718,1
22719,8
22720,0
22721,6
22722,4
22723,7
22724,1
22725,0
22726,8
22727,6
22728,6
22729,8
22730,7
22731,2
22732,0
22733,6
22734,3
22735,3
22736,1
22737,9
22738,1
22739,8
22740,0
22741,6
22742,3
22743,1
22744,1
22745,7
22746,0
22747,4
22748,5
22749,8
22750,9
22751,8
22752,3
22753,9
22754,9
22755,0
22756,6
22757,0
22758,6
22759,8
22760,3
22761,9
22762,8
22763,0
22764,7
22765,9
22766,8
22767,4
22768,6
22769,1
22770,6
22771,0
22772,0
22773,3
22774,9
22775,7
22776,6
22777,1
22778,3
22779,8
22780,8
22781,7
22782,8
22783,7
22784,0
22785,1
22786,2
22787,2
22788,5
22789,9
22790,7
22791,7
22792,1
22793,1
22794,1
22795,2
22796,3
22797,6
22798,6
22799,4
22800,9
22801,2
22802,8
22803,3
22804,1
22805,6
22806,4
22807,6
22808,9
22809,0
22810,0
22811,2
22812,7
22813,8
22814,0
22815,1
22816,0
22817,6
22818,0
22819,1
22820,3
22821,0
22822,1
22823,4
22824,0
22825,8
22826,3
22827,1
22828,8
22829,6
22830,6
22831,1
22832,1
22833,9
22834,1
22835,0
22836,1
22837,1
22838,9
22839,8
22840,0
22841,3
22842,2
22843,4
22844,0
22845,0
22846,9
22847,6
22848,7
22849,7
22850,6
22851,8
22852,7
22853,7
22854,8
22855,0
22856,3
22857,1
22858,3
22859,2
22860,9
22861,3
22862,1
22863,4
22864,7
22865,0
22866,4
22867,6
22868,3
22869,7
22870,6
22871,8
22872,2
22873,9
22874,5
22875,0
22876,6
22877,1
22878,1
22879,2
22880,7
22881,9
22882,3
22883,6
22884,8
22885,7
22886,8
22887,8
22888,0
22889,9
22890,6
22891,8
22892,1
22893,1
22894,1
22895,0
22896,0
22897,7
22898,0
22899,0
22900,3
22901,1
22902,8
22903,8
22904,0
22905,6
22906,1
22907,8
22908,4
22909,1
22910,0
22911,9
22912,6
22913,3
22914,6
22915,8
22916,3
22917,4
22918,3
22919,4
22920,0
22921,7
22922,1
22923,0
22924,8
22925,1
22926,7
22927,9
22928,7
22929,2
22930,0
22931,8
22932,0
22933,7
22934,6
22935,8
22936,3
22937,2
22938,6
22939,0
22940,8
22941,9
22942,9
22943,6
22944,7
22945,0
22946,0
22947,0
22948,4
22949,0
22950,8
22951,0
22952,0
22953,3
22954,1
22955,3
22956,7
22957,3
22958,2
22959,8
22960,9
22961,1
22962,8
22963,4
22964,1
22965,0
22966,6
22967,6
22968,0
22969,1
22970,1
22971,0
22972,7
22973,0
22974,5
22975,6
22976,9
22977,2
22978,6
22979,1
22980,9
22981,1
22982,7
22983,3
22984,4
22985,2
22986,9
22987,8
22988,0
22989,8
22990,7
22991,7
22992,0
22993,0
22994,8
22995,3
22996,4
22997,6
22998,2
22999,8
23000,2
23001,9
23002,1
23003,7
23004,8
23005,8
23006,6
23007,4
23008,5
23009,9
23010,9
23011,9
23012,9
23013,3
23014,3
23015,6
23016,8
23017,8
23018,9
23019,2
23020,6
23021,5
23022,8
23023,3
23024,4
23025,2
23026,9
23027,3
23028,6
23029,0
23030,1
23031,9
23032,7
23033,1
23034,8
23035,6
23036,9
23037,0
23038,5
23039,0
23040,1
23041,1
23042,3
23043,2
23044,0
23045,3
23046,9
23047,4
23048,6
23049,5
23050,8
23051,7
23052,0
23053,8
23054,4
23055,0
23056,0
23057,1
23058,3
23059,2
23060,2
23061,8
23062,2
23063,4
23064,2
23065,8
23066,3
23067,0
23068,1
23069,1
23070,8
23071,2
23072,9
23073,8
23074,0
23075,9
23076,5
23077,4
23078,9
23079,6
23080,1
23081,2
23082,8
23083,1
23084,9
23085,8
23086,1
23087,1
23088,1
23089,3
23090,8
23091,9
23092,8
23093,4
23094,3
23095,8
23096,0
23097,3
23098,1
23099,7
23100,8
23101,0
23102,0
23103,7
23104,3
23105,1
23106,2
23107,8
23108,9
23109,1
23110,9
23111,9
23112,8
23113,9
23114,1
23115,4
23116,8
23117,7
23118,8
23119,0
23120,9
23121,2
23122,9
23123,9
23124,9
23125,1
23126,3
23127,7
23128,0
23129,5
23130,6
23131,7
23132,6
23133,1
23134,9
23135,4
23136,6
23137,9
23138,6
23139,8
23140,6
23141,4
23142,9
23143,1
23144,7
23145,8
23146,3
23147,6
23148,0
23149,0
23150,9
23151,0
23152,2
23153,9
23154,9
23155,5
23156,9
23157,4
23158,3
23159,7
23160,6
23161,9
23162,8
23163,6
23164,8
23165,9
23166,4
23167,2
23168,9
23169,6
23170,9
23171,2
23172,3
23173,1
23174,6
23175,2
23176,1
23177,0
23178,8
23179,1
23180,1
23181,3
23182,3
23183,8
23184,7
23185,3
23186,7
23187,0
23188,2
23189,8
23190,0
23191,7
23192,8
23193,4
23194,3
23195,9
23196,9
23197,0
23198,8
23199,0
23200,2
23201,1
23202,7
23203,0
23204,6
23205,0
23206,1
23207,4
23208,8
23209,6
23210,7
23211,0
23212,4
23213,9
23214,1
23215,1
23216,6
23217,0
23218,4
23219,2
23220,2
23221,6
23222,1
23223,8
23224,3
23225,3
23226,0
23227,1
23228,4
23229,8
23230,0
23231,3
23232,3
23233,1
23234,9
23235,0
23236,1
23237,2
23238,9
23239,1
23240,2
23241,9
23242,1
23243,0
23244,2
23245,1
23246,3
23247,2
23248,0
23249,3
23250,0
23251,4
23252,9
23253,0
23254,8
23255,6
23256,4
23257,7
23258,6
23259,9
23260,1
23261,9
23262,0
23263,0
23264,3
23265,1
23266,3
23267,2
23268,5
23269,3
23270,3
23271,4
23272,6
23273,5
23274,1
23275,6
23276,8
23277,7
23278,1
23279,8
23280,8
23281,9
23282,7
23283,0
23284,1
23285,1
23286,1
23287,2
23288,1
23289,3
23290,8
23291,9
23292,4
23293,5
23294,0
23295,6
23296,7
23297,7
23298,7
23299,8
23300,3
23301,9
23302,9
23303,8
23304,3
23305,9
23306,8
23307,3
23308,3
23309,7
23310,0
23311,0
23312,2
23313,3
23314,2
23315,1
23316,8
23317,6
23318,9
23319,8
23320,3
23321,4
23322,9
23323,1
23324,7
23325,7
23326,4
23327,6
23328,9
23329,5
23330,6
23331,6
23332,9
23333,7
23334,2
23335,8
23336,0
23337,1
23338,7
23339,4
23340,9
23341,0
23342,8
23343,5
23344,9
23345,0
23346,9
23347,1
23348,3
23349,9
23350,6
23351,2
23352,3
23353,3
23354,5
23355,2
23356,3
23357,3
23358,6
23359,5
23360,9
23361,0
23362,6
23363,7
23364,0
23365,9
23366,3
23367,4
23368,0
23369,9
23370,6
23371,9
23372,9
23373,7
23374,0
23375,1
23376,1
23377,1
23378,0
23379,9
23380,4
23381,9
23382,7
23383,3
23384,8
23385,4
23386,0
23387,8
23388,0
23389,6
23390,0
23391,2
23392,6
23393,8
23394,0
23395,0
23396,1
23397,9
23398,3
23399,6
23400,0
23401,2
23402,8
23403,1
23404,5
23405,0
23406,9
23407,1
23408,8
23409,0
23410,0
23411,6
23412,7
23413,2
23414,0
23415,3
23416,1
23417,8
23418,6
23419,9
23420,0
23421,0
23422,8
23423,7
23424,6
23425,2
23426,9
23427,3
23428,1
23429,4
23430,1
23431,8
23432,7
23433,5
23434,3
23435,4
23436,7
23437,6
23438,0
23439,6
23440,9
23441,6
23442,4
23443,7
23444,9
23445,9
23446,0
23447,1
23448,1
23449,2
23450,7
23451,1
23452,7
23453,8
23454,6
23455,6
23456,0
23457,0
23458,3
23459,3
23460,6
23461,4
23462,3
23463,7
23464,5
23465,9
23466,1
23467,4
23468,0
23469,0
23470,9
23471,0
23472,9
23473,5
23474,0
23475,9
23476,1
23477,0
23478,0
23479,1
23480,1
23481,8
23482,7
23483,8
23484,4
23485,4
23486,9
23487,3
23488,0
23489,0
23490,0
23491,7
23492,9
23493,3
23494,8
23495,9
23496,2
23497,0
23498,0
23499,1
23500,2
23501,1
23502,9
23503,4
23504,3
23505,3
23506,3
23507,6
23508,1
23509,7
23510,7
23511,8
23512,7
23513,9
23514,1
23515,0
23516,7
23517,1
23518,1
23519,8
23520,0
23521,3
23522,1
23523,4
23524,5
23525,3
23526,6
23527,6
23528,3
23529,7
23530,2
23531,8
23532,1
23533,9
23534,3
23535,8
23536,9
23537,6
23538,4
23539,3
23540,0
23541,0
23542,4
23543,6
23544,1
23545,8
23546,8
23547,9
23548,6
23549,9
23550,9
23551,1
23552,9
23553,9
23554,6
23555,5
23556,1
23557,3
23558,9
23559,0
23560,0
23561,9
23562,6
23563,8
23564,0
23565,9
23566,4
23567,1
23568,6
23569,3
23570,6
23571,3
23572,5
23573,8
23574,9
23575,1
23576,8
23577,4
23578,0
23579,6
23580,9
23581,7
23582,1
23583,6
23584,9
23585,0
23586,1
23587,1
23588,6
23589,9
23590,9
23591,2
23592,1
23593,4
23594,1
23595,7
23596,8
23597,6
23598,1
23599,0
23600,4
23601,8
23602,3
23603,1
23604,8
23605,7
23606,9
23607,7
23608,3
23609,1
23610,1
23611,3
23612,2
23613,3
23614,0
23615,1
23616,1
23617,4
23618,8
23619,2
23620,6
23621,0
23622,6
23623,0
23624,0
23625,7
23626,0
23627,8
23628,1
23629,8
23630,6
23631,9
23632,1
23633,0
23634,0
23635,2
23636,3
23637,5
23638,4
23639,6
23640,2
23641,3
23642,3
23643,6
23644,6
23645,4
23646,1
23647,6
23648,5
23649,5
23650,3
23651,1
23652,7
23653,3
23654,2
23655,9
23656,8
23657,2
23658,1
23659,0
23660,9
23661,7
23662,8
23663,9
23664,0
23665,1
23666,1
23667,0
23668,1
23669,1
23670,3
23671,3
23672,1
23673,1
23674,2
23675,3
23676,8
23677,0
23678,8
23679,1
23680,8
23681,3
23682,6
23683,4
23684,0
23685,5
23686,6
23687,6
23688,9
23689,7
23690,4
23691,8
23692,9
23693,9
23694,1
23695,0
23696,8
23697,1
23698,2
23699,2
23700,8
23701,1
23702,8
23703,9
23704,6
23705,1
23706,0
23707,6
23708,5
23709,7
23710,9
23711,1
23712,7
23713,0
23714,7
23715,1
23716,2
23717,2
23718,0
23719,3
23720,7
23721,9
23722,9
23723,8
23724,9
23725,6
23726,2
23727,7
23728,6
23729,8
23730,6
23731,9
23732,0
23733,7
23734,3
23735,8
23736,0
23737,9
23738,9
23739,9
23740,1
23741,2
23742,4
23743,9
23744,4
23745,8
23746,1
23747,4
23748,3
23749,1
23750,0
23751,8
23752,9
23753,8
23754,4
23755,6
23756,7
23757,9
23758,6
23759,8
23760,8
23761,9
23762,7
23763,3
23764,4
23765,8
23766,6
23767,4
23768,6
23769,6
23770,2
23771,8
23772,0
23773,1
23774,6
23775,7
23776,0
23777,8
23778,9
23779,4
23780,0
23781,5
23782,8
23783,7
23784,2
23785,1
23786,1
23787,1
23788,1
23789,2
23790,3
23791,1
23792,9
23793,6
23794,4
23795,6
23796,7
23797,7
23798,8
23799,7
23800,8
23801,7
23802,9
23803,6
23804,3
23805,0
23806,7
23807,1
23808,9
23809,0
23810,1
23811,1
23812,1
23813,6
23814,4
23815,8
23816,3
23817,9
23818,9
23819,2
23820,4
23821,9
23822,9
23823,3
23824,9
23825,1
23826,7
23827,1
23828,1
23829,8
23830,6
23831,1
23832,0
23833,7
23834,3
23835,6
23836,6
23837,2
23838,6
23839,6
23840,1
23841,9
23842,8
23843,6
23844,3
23845,5
23846,9
23847,9
23848,0
23849,1
23850,7
23851,1
23852,8
23853,6
23854,4
23855,7
23856,7
23857,9
23858,3
23859,7
23860,0
23861,9
23862,0
23863,8
23864,4
23865,9
23866,4
23867,7
23868,1
23869,0
23870,3
23871,3
23872,2
23873,0
23874,9
23875,1
23876,2
23877,8
23878,9
23879,9
23880,0
23881,6
23882,3
23883,1
23884,4
23885,7
23886,9
23887,0
23888,4
23889,1
23890,6
23891,6
23892,3
23893,2
23894,3
23895,0
23896,1
23897,1
23898,4
23899,3
23900,7
23901,1
23902,1
23903,8
23904,0
23905,9
23906,1
23907,0
23908,7
23909,1
23910,4
23911,2
23912,5
23913,3
23914,6
23915,5
23916,5
23917,6
23918,0
23919,7
23920,7
23921,8
23922,9
23923,9
23924,8
23925,0
23926,0
23927,1
23928,6
23929,9
23930,0
23931,7
23932,2
23933,8
23934,0
23935,9
23936,3
23937,0
23938,8
23939,1
23940,6
23941,1
23942,4
23943,7
23944,6
23945,8
23946,9
23947,9
23948,7
23949,1
23950,6
23951,7
23952,1
23953,9
23954,7
23955,1
23956,9
23957,1
23958,3
23959,7
23960,6
23961,1
23962,3
23963,7
23964,7
23965,8
23966,0
23967,4
23968,1
23969,3
23970,6
23971,6
23972,3
23973,9
23974,1
23975,9
23976,1
23977,5
23978,9
23979,8
23980,9
23981,6
23982,7
23983,7
23984,7
23985,0
23986,1
23987,6
23988,8
23989,8
23990,2
23991,2
23992,9
23993,0
23994,0
23995,8
23996,9
23997,6
23998,7
23999,1
24000,3
24001,7
24002,3
24003,0
24004,6
24005,4
24006,9
24007,1
24008,7
24009,0
24010,9
24011,6
24012,8
24013,8
24014,2
24015,7
24016,9
24017,7
24018,7
24019,8
24020,3
24021,7
24022,7
24023,6
24024,6
24025,6
24026,3
24027,2
24028,0
24029,8
24030,5
24031,1
24032,2
24033,6
24034,0
24035,1
24036,6
24037,0
24038,8
24039,4
24040,3
24041,8
24042,3
24043,1
24044,0
24045,6
24046,5
24047,8
24048,3
24049,9
24050,8
24051,0
24052,4
24053,1
24054,0
24055,2
24056,2
24057,3
24058,0
24059,4
24060,7
24061,5
24062,3
24063,6
24064,2
24065,7
24066,9
24067,8
24068,1
24069,8
24070,3
24071,0
24072,3
24073,1
24074,6
24075,2
24076,2
24077,8
24078,2
24079,9
24080,0
24081,5
24082,8
24083,6
24084,3
24085,1
24086,5
24087,0
24088,0
24089,1
24090,3
24091,2
24092,3
24093,8
24094,2
24095,1
24096,9
24097,0
24098,8
24099,9
24100,1
24101,0
24102,0
24103,9
24104,1
24105,3
24106,6
24107,8
24108,9
24109,7
24110,9
24111,1
24112,5
24113,4
24114,6
24115,6
24116,0
24117,1
24118,7
24119,0
24120,2
24121,8
24122,1
24123,8
24124,3
24125,5
24126,1
24127,0
24128,6
24129,1
24130,7
24131,3
24132,8
24133,2
24134,4
24135,9
24136,9
24137,1
24138,9
24139,1
24140,1
24141,0
24142,6
24143,1
24144,0
24145,1
24146,1
24147,8
24148,1
24149,0
24150,6
24151,8
24152,6
24153,7
24154,7
24155,8
24156,0
24157,1
24158,1
24159,7
24160,0
24161,6
24162,9
24163,0
24164,4
24165,7
24166,7
24167,4
24168,6
24169,1
24170,0
24171,1
24172,8
24173,8
24174,4
24175,3
24176,1
24177,8
24178,6
24179,1
24180,4
24181,1
24182,6
24183,3
24184,0
24185,1
24186,9
24187,0
24188,7
24189,1
24190,7
24191,2
24192,6
24193,3
24194,1
24195,4
24196,0
24197,3
24198,4
24199,6
24200,1
24201,7
24202,7
24203,8
24204,9
24205,9
24206,3
24207,0
24208,9
24209,1
24210,1
24211,2
24212,0
24213,3
24214,5
24215,4
24216,8
24217,3
24218,1
24219,9
24220,6
24221,9
24222,0
24223,0
24224,7
24225,1
24226,3
24227,2
24228,6
24229,3
24230,6
24231,9
24232,2
24233,3
24234,9
24235,8
24236,8
24237,9
24238,1
24239,8
24240,6
24241,3
24242,8
24243,4
24244,1
24245,9
24246,0
24247,8
24248,8
24249,6
24250,7
24251,3
24252,6
24253,4
24254,3
24255,0
24256,3
24257,9
24258,3
24259,7
24260,7
24261,1
24262,9
24263,9
24264,7
24265,3
24266,2
24267,8
24268,8
24269,4
24270,1
24271,7
24272,4
24273,3
24274,1
24275,0
24276,4
24277,9
24278,8
24279,6
24280,8
24281,1
24282,3
24283,4
24284,3
24285,5
24286,7
24287,4
24288,5
24289,6
24290,7
24291,2
24292,1
24293,0
24294,7
24295,6
24296,9
24297,2
24298,4
24299,1
24300,0
24301,1
24302,7
24303,1
24304,3
24305,1
24306,3
24307,7
24308,3
24309,2
24310,7
24311,4
24312,6
24313,7
24314,6
24315,3
24316,9
24317,2
24318,9
24319,9
24320,0
24321,4
24322,3
24323,3
24324,8
24325,9
24326,9
24327,4
24328,9
24329,2
24330,3
24331,0
24332,6
24333,3
24334,9
24335,1
24336,2
24337,1
24338,6
24339,9
24340,0
24341,6
24342,9
24343,6
24344,1
24345,6
24346,1
24347,8
24348,7
24349,2
24350,6
24351,3
24352,0
24353,2
24354,3
24355,2
24356,8
24357,9
24358,9
24359,9
24360,9
24361,4
24362,3
24363,0
24364,1
24365,2
24366,1
24367,4
24368,1
24369,2
24370,0
24371,3
24372,1
24373,0
24374,8
24375,3
24376,2
24377,3
24378,9
24379,3
24380,7
24381,1
24382,0
24383,3
24384,0
24385,9
24386,8
24387,6
24388,0
24389,1
24390,3
24391,0
24392,6
24393,3
24394,9
24395,9
24396,5
24397,3
24398,3
24399,3
24400,3
24401,8
24402,5
24403,3
24404,1
24405,3
24406,9
24407,3
24408,1
24409,0
24410,0
24411,3
24412,9
24413,0
24414,7
24415,8
24416,8
24417,3
24418,0
24419,9
24420,1
24421,6
24422,9
24423,3
24424,0
24425,0
24426,6
24427,1
24428,7
24429,6
24430,1
24431,3
24432,7
24433,7
24434,0
24435,8
24436,1
24437,9
24438,0
24439,0
24440,6
24441,1
24442,7
24443,8
24444,6
24445,3
24446,9
24447,4
24448,3
24449,7
24450,8
24451,9
24452,9
24453,7
24454,6
24455,0
24456,8
24457,1
24458,9
24459,2
24460,8
24461,3
24462,7
24463,4
24464,9
24465,7
24466,0
24467,8
24468,3
24469,9
24470,0
24471,1
24472,4
24473,0
24474,6
24475,1
24476,3
24477,8
24478,8
24479,7
24480,0
24481,9
24482,8
24483,3
24484,0
24485,2
24486,1
24487,8
24488,5
24489,3
24490,6
24491,9
24492,2
24493,1
24494,8
24495,7
24496,0
24497,9
24498,9
24499,9
24500,9
24501,1
24502,7
24503,2
24504,7
24505,9
24506,4
24507,6
24508,1
24509,1
24510,8
24511,3
24512,1
24513,7
24514,9
24515,0
24516,3
24517,9
24518,6
24519,8
24520,9
24521,8
24522,1
24523,8
24524,1
24525,3
24526,6
24527,8
24528,0
24529,4
24530,8
24531,1
24532,1
24533,2
24534,2
24535,1
24536,4
24537,9
24538,7
24539,8
24540,3
24541,1
24542,4
24543,8
24544,5
24545,6
24546,8
24547,0
24548,0
24549,7
24550,1
24551,9
24552,4
24553,4
24554,4
24555,0
24556,1
24557,6
24558,7
24559,8
24560,7
24561,8
24562,9
24563,6
24564,1
24565,6
24566,8
24567,1
24568,3
24569,2
24570,2
24571,3
24572,8
24573,4
24574,3
24575,5
24576,1
24577,6
24578,0
24579,7
24580,2
24581,8
24582,6
24583,9
24584,1
24585,0
24586,0
24587,1
24588,6
24589,2
24590,4
24591,3
24592,1
24593,4
24594,2
24595,5
24596,1
24597,6
24598,9
24599,7
24600,1
24601,8
24602,6
24603,9
24604,4
24605,0
24606,1
24607,1
24608,6
24609,2
24610,9
24611,3
24612,1
24613,4
24614,1
24615,5
24616,1
24617,6
24618,0
24619,7
24620,9
24621,8
24622,9
24623,9
24624,0
24625,0
24626,8
24627,9
24628,1
24629,9
24630,6
24631,1
24632,6
24633,9
24634,2
24635,1
24636,9
24637,4
24638,2
24639,1
24640,3
24641,7
24642,3
24643,7
24644,3
24645,3
24646,0
24647,5
24648,6
24649,1
24650,3
24651,0
24652,7
24653,0
24654,3
24655,2
24656,8
24657,7
24658,9
24659,7
24660,3
24661,1
24662,8
24663,2
24664,7
24665,0
24666,4
24667,1
24668,0
24669,2
24670,7
24671,6
24672,7
24673,3
24674,1
24675,3
24676,5
24677,7
24678,0
24679,3
24680,6
24681,3
24682,9
24683,4
24684,1
24685,6
24686,7
24687,6
24688,1
24689,6
24690,7
24691,4
24692,7
24693,9
24694,9
24695,1
24696,9
24697,5
24698,3
24699,0
24700,0
24701,9
24702,4
24703,8
24704,9
24705,2
24706,0
24707,0
24708,4
24709,0
24710,6
24711,1
24712,9
24713,7
24714,3
24715,6
24716,6
24717,3
24718,7
24719,2
24720,2
24721,1
